"date","label","value","VECTOR","DECIMALS","estimate","unit_type","panel_label","is_ratio","display_order"
2007-08-01,"Housing starts | Single-detached units",123,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2007-09-01,"Housing starts | Single-detached units",123,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2007-10-01,"Housing starts | Single-detached units",125,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2007-11-01,"Housing starts | Single-detached units",106,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2007-12-01,"Housing starts | Single-detached units",109,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2008-01-01,"Housing starts | Single-detached units",67,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2008-02-01,"Housing starts | Single-detached units",89,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2008-03-01,"Housing starts | Single-detached units",128,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2008-04-01,"Housing starts | Single-detached units",180,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2008-05-01,"Housing starts | Single-detached units",195,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2008-06-01,"Housing starts | Single-detached units",161,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2008-07-01,"Housing starts | Single-detached units",110,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2008-08-01,"Housing starts | Single-detached units",102,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2008-09-01,"Housing starts | Single-detached units",44,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2008-10-01,"Housing starts | Single-detached units",79,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2008-11-01,"Housing starts | Single-detached units",80,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2008-12-01,"Housing starts | Single-detached units",53,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2009-01-01,"Housing starts | Single-detached units",21,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2009-02-01,"Housing starts | Single-detached units",24,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2009-03-01,"Housing starts | Single-detached units",32,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2009-04-01,"Housing starts | Single-detached units",25,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2009-05-01,"Housing starts | Single-detached units",71,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2009-06-01,"Housing starts | Single-detached units",116,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2009-07-01,"Housing starts | Single-detached units",157,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2009-08-01,"Housing starts | Single-detached units",123,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2009-09-01,"Housing starts | Single-detached units",122,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2009-10-01,"Housing starts | Single-detached units",136,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2009-11-01,"Housing starts | Single-detached units",177,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2009-12-01,"Housing starts | Single-detached units",97,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2010-01-01,"Housing starts | Single-detached units",118,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2010-02-01,"Housing starts | Single-detached units",87,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2010-03-01,"Housing starts | Single-detached units",75,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2010-04-01,"Housing starts | Single-detached units",162,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2010-05-01,"Housing starts | Single-detached units",197,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2010-06-01,"Housing starts | Single-detached units",186,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2010-07-01,"Housing starts | Single-detached units",153,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2010-08-01,"Housing starts | Single-detached units",175,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2010-09-01,"Housing starts | Single-detached units",144,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2010-10-01,"Housing starts | Single-detached units",121,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2010-11-01,"Housing starts | Single-detached units",104,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2010-12-01,"Housing starts | Single-detached units",116,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2011-01-01,"Housing starts | Single-detached units",80,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2011-02-01,"Housing starts | Single-detached units",91,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2011-03-01,"Housing starts | Single-detached units",119,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2011-04-01,"Housing starts | Single-detached units",144,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2011-05-01,"Housing starts | Single-detached units",152,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2011-06-01,"Housing starts | Single-detached units",166,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2011-07-01,"Housing starts | Single-detached units",134,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2011-08-01,"Housing starts | Single-detached units",221,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2011-09-01,"Housing starts | Single-detached units",132,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2011-10-01,"Housing starts | Single-detached units",123,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2011-11-01,"Housing starts | Single-detached units",130,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2011-12-01,"Housing starts | Single-detached units",116,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2012-01-01,"Housing starts | Single-detached units",105,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2012-02-01,"Housing starts | Single-detached units",124,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2012-03-01,"Housing starts | Single-detached units",138,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2012-04-01,"Housing starts | Single-detached units",189,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2012-05-01,"Housing starts | Single-detached units",126,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2012-06-01,"Housing starts | Single-detached units",273,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2012-07-01,"Housing starts | Single-detached units",138,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2012-08-01,"Housing starts | Single-detached units",201,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2012-09-01,"Housing starts | Single-detached units",231,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2012-10-01,"Housing starts | Single-detached units",192,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2012-11-01,"Housing starts | Single-detached units",179,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2012-12-01,"Housing starts | Single-detached units",129,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2013-01-01,"Housing starts | Single-detached units",114,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2013-02-01,"Housing starts | Single-detached units",85,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2013-03-01,"Housing starts | Single-detached units",85,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2013-04-01,"Housing starts | Single-detached units",120,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2013-05-01,"Housing starts | Single-detached units",152,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2013-06-01,"Housing starts | Single-detached units",167,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2013-07-01,"Housing starts | Single-detached units",221,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2013-08-01,"Housing starts | Single-detached units",138,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2013-09-01,"Housing starts | Single-detached units",203,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2013-10-01,"Housing starts | Single-detached units",181,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2013-11-01,"Housing starts | Single-detached units",107,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2013-12-01,"Housing starts | Single-detached units",85,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2014-01-01,"Housing starts | Single-detached units",68,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2014-02-01,"Housing starts | Single-detached units",83,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2014-03-01,"Housing starts | Single-detached units",68,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2014-04-01,"Housing starts | Single-detached units",196,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2014-05-01,"Housing starts | Single-detached units",158,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2014-06-01,"Housing starts | Single-detached units",205,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2014-07-01,"Housing starts | Single-detached units",124,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2014-08-01,"Housing starts | Single-detached units",169,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2014-09-01,"Housing starts | Single-detached units",142,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2014-10-01,"Housing starts | Single-detached units",160,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2014-11-01,"Housing starts | Single-detached units",138,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
2014-12-01,"Housing starts | Single-detached units",66,"v42127401","0","Housing starts","Single-detached units","Housing Starts — Single-Detached",FALSE,2
