"date","label","value","VECTOR","DECIMALS","estimate","unit_type","panel_label","is_ratio","display_order"
2009-09-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2009-10-01,"Housing completions | Apartment and other unit types",192,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2009-11-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2009-12-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2010-01-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2010-02-01,"Housing completions | Apartment and other unit types",106,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2010-03-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2010-04-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2010-05-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2010-06-01,"Housing completions | Apartment and other unit types",46,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2010-07-01,"Housing completions | Apartment and other unit types",24,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2010-08-01,"Housing completions | Apartment and other unit types",8,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2010-09-01,"Housing completions | Apartment and other unit types",24,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2010-10-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2010-11-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2010-12-01,"Housing completions | Apartment and other unit types",81,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2011-01-01,"Housing completions | Apartment and other unit types",41,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2011-02-01,"Housing completions | Apartment and other unit types",52,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2011-03-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2011-04-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2011-05-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2011-06-01,"Housing completions | Apartment and other unit types",112,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2011-07-01,"Housing completions | Apartment and other unit types",71,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2011-08-01,"Housing completions | Apartment and other unit types",71,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2011-09-01,"Housing completions | Apartment and other unit types",63,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2011-10-01,"Housing completions | Apartment and other unit types",95,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
2011-11-01,"Housing completions | Apartment and other unit types",0,"v42127414","0","Housing completions","Apartment and other unit types","Completions — Apartment & Other",FALSE,15
