"date","label","value","VECTOR","DECIMALS","is_ratio","group","display_order"
2025-08-01,"Services-producing sector",168.1,"v1642751211","1",FALSE,"Industry",7
2025-09-01,"Services-producing sector",168.6,"v1642751211","1",FALSE,"Industry",7
2025-10-01,"Services-producing sector",168.2,"v1642751211","1",FALSE,"Industry",7
2025-11-01,"Services-producing sector",169.4,"v1642751211","1",FALSE,"Industry",7
2025-12-01,"Services-producing sector",168.3,"v1642751211","1",FALSE,"Industry",7
2026-01-01,"Services-producing sector",167.7,"v1642751211","1",FALSE,"Industry",7
2026-02-01,"Services-producing sector",164.1,"v1642751211","1",FALSE,"Industry",7
2026-03-01,"Services-producing sector",162.9,"v1642751211","1",FALSE,"Industry",7
2026-04-01,"Services-producing sector",162,"v1642751211","1",FALSE,"Industry",7
2026-05-01,"Services-producing sector",160.9,"v1642751211","1",FALSE,"Industry",7
2026-06-01,"Services-producing sector",162.1,"v1642751211","1",FALSE,"Industry",7
2026-07-01,"Services-producing sector",163.4,"v1642751211","1",FALSE,"Industry",7
2026-08-01,"Services-producing sector",164.5,"v1642751211","1",FALSE,"Industry",7
